sta_id,sta_time,sta_ph_v,sta_ph_l,sta_do_v,sta_do_l,sta_an_v,sta_an_l,sta_toc_v,sta_toc_l,sta_pp_v,sta_pp_l
213,2015-01-08 20:00:00,7,Ⅰ,7,Ⅱ,3,Ⅱ,7,-,0,Ⅱ
76,2015-01-08 20:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
211,2015-01-08 20:00:00,8,Ⅰ,10,Ⅰ,2,Ⅱ,1,-,-1,-
210,2015-01-08 20:00:00,8,Ⅰ,8,Ⅰ,10,Ⅴ,15,-,0,Ⅲ
209,2015-01-08 20:00:00,8,Ⅰ,8,Ⅰ,7,Ⅳ,18,-,0,Ⅱ
207,2015-01-08 20:00:00,7,Ⅰ,1,劣Ⅴ,5,Ⅲ,-1,-,1,Ⅴ
166,2015-01-08 20:00:00,8,Ⅰ,9,Ⅰ,5,Ⅲ,6,-,0,Ⅱ
77,2015-01-08 20:00:00,8,Ⅰ,12,Ⅰ,4,Ⅲ,9999,-,0,Ⅰ
206,2015-01-08 20:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,0,-,-1,-
202,2015-01-08 20:00:00,7,Ⅰ,8,Ⅰ,10,Ⅴ,9999,-,0,Ⅱ
140,2015-01-08 20:00:00,7,Ⅰ,6,Ⅱ,1,Ⅰ,2,-,0,Ⅰ
199,2015-01-08 20:00:00,8,Ⅰ,9,Ⅰ,5,Ⅲ,9999,-,0,Ⅱ
198,2015-01-08 20:00:00,8,Ⅰ,14,Ⅰ,1,Ⅰ,9999,-,1,Ⅴ
197,2015-01-08 20:00:00,8,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
196,2015-01-08 20:00:00,7,Ⅰ,11,Ⅰ,9,Ⅳ,9999,-,0,Ⅰ
195,2015-01-08 20:00:00,7,Ⅰ,6,Ⅱ,3,Ⅱ,9999,-,2,劣Ⅴ
194,2015-01-08 20:00:00,7,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,0,Ⅱ
191,2015-01-08 20:00:00,6,Ⅰ,7,Ⅱ,2,Ⅱ,9999,-,0,Ⅱ
56,2015-01-08 20:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
178,2015-01-08 20:00:00,8,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
176,2015-01-08 20:00:00,7,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,-1,-
173,2015-01-08 20:00:00,8,Ⅰ,13,Ⅰ,7,Ⅳ,9999,-,1,Ⅳ
168,2015-01-08 20:00:00,7,Ⅰ,12,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
189,2015-01-08 20:00:00,7,Ⅰ,10,Ⅰ,3,Ⅱ,9999,-,0,Ⅲ
187,2015-01-08 20:00:00,7,Ⅰ,7,Ⅰ,0,Ⅰ,9999,-,0,Ⅱ
167,2015-01-08 20:00:00,8,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
70,2015-01-08 20:00:00,7,Ⅰ,7,Ⅱ,5,Ⅲ,31,-,1,Ⅳ
67,2015-01-08 20:00:00,6,Ⅰ,7,Ⅱ,3,Ⅱ,9999,-,0,Ⅲ
73,2015-01-08 20:00:00,7,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,0,Ⅱ
19,2015-01-08 20:00:00,8,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
149,2015-01-08 20:00:00,7,Ⅰ,13,Ⅰ,3,Ⅱ,3,-,0,Ⅲ
143,2015-01-08 20:00:00,6,Ⅰ,5,Ⅲ,7,Ⅳ,9999,-,0,Ⅲ
186,2015-01-08 20:00:00,6,Ⅰ,7,Ⅱ,1,Ⅰ,9999,-,-1,-
185,2015-01-08 20:00:00,7,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,-1,-
183,2015-01-08 20:00:00,6,Ⅰ,9,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
182,2015-01-08 20:00:00,6,Ⅰ,4,Ⅳ,4,Ⅲ,9999,-,0,Ⅱ
123,2015-01-08 20:00:00,6,Ⅰ,7,Ⅱ,3,Ⅱ,2,-,0,Ⅱ
119,2015-01-08 20:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
116,2015-01-08 20:00:00,7,Ⅰ,13,Ⅰ,1,Ⅰ,9999,-,-1,-
115,2015-01-08 20:00:00,8,Ⅰ,12,Ⅰ,6,Ⅳ,9999,-,0,Ⅱ
32,2015-01-08 20:00:00,7,Ⅰ,7,Ⅱ,6,Ⅳ,9999,-,0,Ⅲ
157,2015-01-08 20:00:00,7,Ⅰ,8,Ⅰ,8,Ⅳ,15,-,0,Ⅱ
184,2015-01-08 20:00:00,6,Ⅰ,8,Ⅰ,0,Ⅰ,9999,-,0,Ⅱ
114,2015-01-08 20:00:00,7,Ⅰ,9,Ⅰ,6,Ⅳ,9999,-,0,Ⅲ
113,2015-01-08 20:00:00,8,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
112,2015-01-08 20:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
109,2015-01-08 20:00:00,7,Ⅰ,9,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
108,2015-01-08 20:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
106,2015-01-08 20:00:00,8,Ⅰ,14,Ⅰ,7,Ⅳ,9999,-,0,Ⅲ
105,2015-01-08 20:00:00,8,Ⅰ,15,Ⅰ,6,Ⅳ,9999,-,0,Ⅱ
104,2015-01-08 20:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
131,2015-01-08 20:00:00,8,Ⅰ,10,Ⅰ,0,Ⅰ,9999,-,0,Ⅱ
62,2015-01-08 20:00:00,8,Ⅰ,9,Ⅰ,7,Ⅳ,9999,-,0,Ⅰ
129,2015-01-08 20:00:00,7,Ⅰ,12,Ⅰ,4,Ⅲ,9999,-,2,劣Ⅴ
128,2015-01-08 20:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
126,2015-01-08 20:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
55,2015-01-08 20:00:00,8,Ⅰ,9,Ⅰ,4,Ⅲ,9999,-,1,Ⅴ
161,2015-01-08 20:00:00,7,Ⅰ,6,Ⅱ,4,Ⅲ,5,-,5,劣Ⅴ
61,2015-01-08 20:00:00,7,Ⅰ,9,Ⅰ,0,Ⅰ,5,-,0,Ⅲ
133,2015-01-08 20:00:00,6,Ⅰ,9,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
214,2015-01-08 20:00:00,7,Ⅰ,5,Ⅲ,0,Ⅰ,0,-,-1,-
201,2015-01-08 20:00:00,7,Ⅰ,1,劣Ⅴ,11,Ⅴ,9999,-,16,劣Ⅴ
57,2015-01-08 20:00:00,7,Ⅰ,8,Ⅰ,5,Ⅲ,26,-,0,Ⅱ
78,2015-01-08 20:00:00,7,Ⅰ,9,Ⅰ,3,Ⅱ,4,-,0,Ⅰ
18,2015-01-08 20:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
153,2015-01-08 20:00:00,7,Ⅰ,12,Ⅰ,1,Ⅰ,1,-,0,Ⅱ
159,2015-01-08 20:00:00,8,Ⅰ,13,Ⅰ,11,Ⅴ,10,-,0,Ⅱ
122,2015-01-08 20:00:00,8,Ⅰ,13,Ⅰ,6,Ⅳ,5,-,1,Ⅴ
60,2015-01-08 20:00:00,7,Ⅰ,10,Ⅰ,5,Ⅲ,9999,-,1,Ⅳ
193,2015-01-08 20:00:00,7,Ⅰ,11,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
188,2015-01-08 20:00:00,7,Ⅰ,-1,-,3,Ⅱ,9999,-,0,Ⅲ
75,2015-01-08 20:00:00,8,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
120,2015-01-08 20:00:00,8,Ⅰ,14,Ⅰ,-1,-,-1,-,-1,-
72,2015-01-08 20:00:00,8,Ⅰ,11,Ⅰ,1,Ⅰ,2,-,0,Ⅰ
110,2015-01-08 20:00:00,6,Ⅰ,7,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
180,2015-01-08 20:00:00,8,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
83,2015-01-08 20:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,1,Ⅳ
135,2015-01-08 20:00:00,6,Ⅰ,7,Ⅰ,2,Ⅱ,2,-,0,Ⅱ
59,2015-01-08 20:00:00,7,Ⅰ,11,Ⅰ,4,Ⅲ,5,-,1,Ⅳ
65,2015-01-08 20:00:00,7,Ⅰ,11,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
190,2015-01-08 20:00:00,7,Ⅰ,7,Ⅱ,2,Ⅱ,9999,-,0,Ⅱ
147,2015-01-08 20:00:00,8,Ⅰ,13,Ⅰ,3,Ⅱ,4,-,0,Ⅱ
97,2015-01-08 20:00:00,6,Ⅰ,6,Ⅱ,7,Ⅳ,6,-,0,Ⅲ
74,2015-01-08 20:00:00,8,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
219,2015-01-08 20:00:00,8,Ⅰ,8,Ⅰ,3,Ⅱ,6,-,0,Ⅱ
79,2015-01-08 20:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
216,2015-01-08 20:00:00,7,Ⅰ,8,Ⅰ,0,Ⅰ,0,-,0,Ⅰ
212,2015-01-08 20:00:00,8,Ⅰ,9,Ⅰ,11,Ⅴ,12,-,-1,-
155,2015-01-08 20:00:00,8,Ⅰ,4,Ⅳ,6,Ⅳ,11,-,0,Ⅲ
85,2015-01-08 20:00:00,8,Ⅰ,13,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
68,2015-01-08 20:00:00,7,Ⅰ,8,Ⅰ,5,Ⅲ,9999,-,0,Ⅱ
63,2015-01-08 20:00:00,6,Ⅰ,1,劣Ⅴ,6,Ⅳ,9999,-,3,劣Ⅴ
53,2015-01-08 20:00:00,8,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
156,2015-01-08 20:00:00,7,Ⅰ,12,Ⅰ,4,Ⅲ,8,-,0,Ⅲ
84,2015-01-08 20:00:00,7,Ⅰ,10,Ⅰ,56,劣Ⅴ,63,-,10,劣Ⅴ
66,2015-01-08 20:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
141,2015-01-08 20:00:00,6,Ⅰ,4,Ⅳ,6,Ⅳ,9999,-,1,Ⅲ
138,2015-01-08 20:00:00,8,Ⅰ,3,Ⅳ,9999,-,12,-,5,劣Ⅴ
54,2015-01-08 20:00:00,8,Ⅰ,11,Ⅰ,3,Ⅱ,4,-,0,Ⅱ
137,2015-01-08 20:00:00,7,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
81,2015-01-08 20:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
16,2015-01-08 20:00:00,8,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,-1,-
64,2015-01-08 20:00:00,7,Ⅰ,10,Ⅰ,1,Ⅰ,1,-,0,Ⅰ
12,2015-01-08 20:00:00,8,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
158,2015-01-08 20:00:00,8,Ⅰ,12,Ⅰ,1,Ⅰ,1,-,0,Ⅱ
124,2015-01-08 20:00:00,8,Ⅰ,9,Ⅰ,8,Ⅳ,9999,-,0,Ⅱ
8,2015-01-08 20:00:00,7,Ⅰ,12,Ⅰ,4,Ⅲ,9999,-,0,Ⅱ
154,2015-01-08 20:00:00,7,Ⅰ,13,Ⅰ,3,Ⅱ,4,-,0,Ⅱ
80,2015-01-08 20:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
162,2015-01-08 20:00:00,7,Ⅰ,9,Ⅰ,0,Ⅰ,5,-,-1,-
125,2015-01-08 20:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
58,2015-01-08 20:00:00,7,Ⅰ,11,Ⅰ,5,Ⅲ,9999,-,-1,-
121,2015-01-08 20:00:00,7,Ⅰ,11,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
118,2015-01-08 20:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
117,2015-01-08 20:00:00,7,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
152,2015-01-08 20:00:00,8,Ⅰ,8,Ⅰ,5,Ⅲ,6,-,0,Ⅰ
107,2015-01-08 20:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
103,2015-01-08 20:00:00,8,Ⅰ,11,Ⅰ,5,Ⅲ,9999,-,0,Ⅱ
192,2015-01-08 21:00:00,7,Ⅰ,8,Ⅰ,5,Ⅲ,9999,-,0,Ⅰ
58,2015-01-08 21:00:00,7,Ⅰ,11,Ⅰ,5,Ⅲ,9999,-,-1,-
159,2015-01-08 22:00:00,8,Ⅰ,14,Ⅰ,10,Ⅴ,9,-,0,Ⅱ
77,2015-01-08 22:00:00,8,Ⅰ,12,Ⅰ,4,Ⅲ,9999,-,0,Ⅰ
58,2015-01-08 22:00:00,7,Ⅰ,11,Ⅰ,5,Ⅲ,9999,-,-1,-
58,2015-01-08 23:00:00,7,Ⅰ,11,Ⅰ,5,Ⅲ,9999,-,-1,-
219,2015-01-09 00:00:00,8,Ⅰ,8,Ⅰ,3,Ⅱ,6,-,0,Ⅱ
193,2015-01-09 00:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
177,2015-01-09 00:00:00,8,Ⅰ,6,Ⅱ,0,Ⅰ,9999,-,0,Ⅰ
138,2015-01-09 00:00:00,8,Ⅰ,3,Ⅳ,9999,-,13,-,6,劣Ⅴ
135,2015-01-09 00:00:00,6,Ⅰ,7,Ⅰ,2,Ⅱ,2,-,0,Ⅰ
133,2015-01-09 00:00:00,6,Ⅰ,9,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
211,2015-01-09 00:00:00,8,Ⅰ,10,Ⅰ,2,Ⅱ,1,-,-1,-
210,2015-01-09 00:00:00,8,Ⅰ,8,Ⅰ,9,Ⅳ,13,-,0,Ⅲ
207,2015-01-09 00:00:00,7,Ⅰ,2,Ⅴ,4,Ⅲ,-1,-,0,Ⅱ
206,2015-01-09 00:00:00,6,Ⅰ,8,Ⅰ,2,Ⅱ,0,-,-1,-
202,2015-01-09 00:00:00,7,Ⅰ,8,Ⅰ,10,Ⅴ,9999,-,0,Ⅱ
201,2015-01-09 00:00:00,7,Ⅰ,0,劣Ⅴ,11,Ⅴ,9999,-,17,劣Ⅴ
56,2015-01-09 00:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
5,2015-01-09 00:00:00,8,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
116,2015-01-09 00:00:00,7,Ⅰ,13,Ⅰ,1,Ⅰ,9999,-,-1,-
76,2015-01-09 00:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
153,2015-01-09 00:00:00,7,Ⅰ,12,Ⅰ,2,Ⅱ,2,-,0,Ⅱ
199,2015-01-09 00:00:00,8,Ⅰ,9,Ⅰ,4,Ⅲ,9999,-,0,Ⅱ
198,2015-01-09 00:00:00,8,Ⅰ,15,Ⅰ,1,Ⅰ,9999,-,1,Ⅴ
197,2015-01-09 00:00:00,8,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
196,2015-01-09 00:00:00,7,Ⅰ,10,Ⅰ,9,Ⅳ,9999,-,0,Ⅰ
195,2015-01-09 00:00:00,7,Ⅰ,6,Ⅱ,3,Ⅱ,9999,-,2,劣Ⅴ
194,2015-01-09 00:00:00,7,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,0,Ⅱ
192,2015-01-09 00:00:00,7,Ⅰ,7,Ⅰ,5,Ⅲ,9999,-,0,Ⅱ
213,2015-01-09 00:00:00,7,Ⅰ,6,Ⅱ,3,Ⅱ,7,-,0,Ⅱ
191,2015-01-09 00:00:00,6,Ⅰ,7,Ⅱ,2,Ⅱ,9999,-,0,Ⅱ
164,2015-01-09 00:00:00,8,Ⅰ,10,Ⅰ,3,Ⅱ,8,-,1,Ⅳ
149,2015-01-09 00:00:00,7,Ⅰ,12,Ⅰ,2,Ⅱ,3,-,0,Ⅲ
190,2015-01-09 00:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
178,2015-01-09 00:00:00,8,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅲ
176,2015-01-09 00:00:00,7,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,-1,-
175,2015-01-09 00:00:00,7,Ⅰ,6,Ⅱ,-1,-,9999,-,0,Ⅲ
167,2015-01-09 00:00:00,8,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
79,2015-01-09 00:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
72,2015-01-09 00:00:00,7,Ⅰ,11,Ⅰ,1,Ⅰ,2,-,0,Ⅰ
161,2015-01-09 00:00:00,7,Ⅰ,6,Ⅱ,4,Ⅲ,5,-,5,劣Ⅴ
157,2015-01-09 00:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,4,-,0,Ⅱ
189,2015-01-09 00:00:00,7,Ⅰ,10,Ⅰ,3,Ⅱ,9999,-,0,Ⅲ
186,2015-01-09 00:00:00,6,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,-1,-
141,2015-01-09 00:00:00,6,Ⅰ,3,Ⅳ,6,Ⅳ,9999,-,1,Ⅳ
183,2015-01-09 00:00:00,6,Ⅰ,9,Ⅰ,4,Ⅲ,9999,-,0,Ⅰ
182,2015-01-09 00:00:00,6,Ⅰ,4,Ⅳ,4,Ⅲ,9999,-,0,Ⅱ
180,2015-01-09 00:00:00,8,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
123,2015-01-09 00:00:00,6,Ⅰ,6,Ⅱ,3,Ⅱ,2,-,0,Ⅱ
118,2015-01-09 00:00:00,7,Ⅰ,9,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
73,2015-01-09 00:00:00,7,Ⅰ,5,Ⅲ,1,Ⅰ,9999,-,0,Ⅱ
65,2015-01-09 00:00:00,7,Ⅰ,11,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
117,2015-01-09 00:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
113,2015-01-09 00:00:00,8,Ⅰ,8,Ⅰ,0,Ⅰ,9999,-,0,Ⅱ
156,2015-01-09 00:00:00,7,Ⅰ,12,Ⅰ,4,Ⅲ,8,-,0,Ⅲ
112,2015-01-09 00:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
109,2015-01-09 00:00:00,7,Ⅰ,9,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
106,2015-01-09 00:00:00,8,Ⅰ,14,Ⅰ,7,Ⅳ,9999,-,0,Ⅲ
105,2015-01-09 00:00:00,8,Ⅰ,15,Ⅰ,6,Ⅳ,9999,-,0,Ⅱ
128,2015-01-09 00:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
126,2015-01-09 00:00:00,7,Ⅰ,7,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
125,2015-01-09 00:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
107,2015-01-09 00:00:00,7,Ⅰ,10,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
77,2015-01-09 00:00:00,8,Ⅰ,12,Ⅰ,4,Ⅲ,9999,-,0,Ⅰ
124,2015-01-09 00:00:00,8,Ⅰ,8,Ⅰ,8,Ⅳ,9999,-,0,Ⅱ
122,2015-01-09 00:00:00,8,Ⅰ,12,Ⅰ,6,Ⅳ,5,-,1,Ⅴ
121,2015-01-09 00:00:00,7,Ⅰ,11,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
61,2015-01-09 00:00:00,7,Ⅰ,9,Ⅰ,0,Ⅰ,4,-,0,Ⅲ
60,2015-01-09 00:00:00,7,Ⅰ,10,Ⅰ,5,Ⅲ,9999,-,1,Ⅳ
53,2015-01-09 00:00:00,8,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
119,2015-01-09 00:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
59,2015-01-09 00:00:00,7,Ⅰ,11,Ⅰ,4,Ⅲ,5,-,1,Ⅳ
78,2015-01-09 00:00:00,7,Ⅰ,8,Ⅰ,4,Ⅲ,5,-,0,Ⅰ
103,2015-01-09 00:00:00,8,Ⅰ,11,Ⅰ,5,Ⅲ,9999,-,0,Ⅱ
68,2015-01-09 00:00:00,7,Ⅰ,7,Ⅰ,5,Ⅲ,9999,-,0,Ⅱ
57,2015-01-09 00:00:00,7,Ⅰ,8,Ⅰ,6,Ⅳ,27,-,0,Ⅱ
104,2015-01-09 00:00:00,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
97,2015-01-09 00:00:00,6,Ⅰ,6,Ⅱ,6,Ⅳ,6,-,0,Ⅲ
159,2015-01-09 00:00:00,8,Ⅰ,14,Ⅰ,10,Ⅴ,9,-,0,Ⅱ
120,2015-01-09 00:00:00,8,Ⅰ,14,Ⅰ,-1,-,-1,-,-1,-
16,2015-01-09 00:00:00,8,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,-1,-
12,2015-01-09 00:00:00,8,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
66,2015-01-09 00:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,0,Ⅲ
187,2015-01-09 00:00:00,7,Ⅰ,7,Ⅰ,0,Ⅰ,9999,-,0,Ⅱ
147,2015-01-09 00:00:00,8,Ⅰ,13,Ⅰ,3,Ⅱ,4,-,0,Ⅱ
184,2015-01-09 00:00:00,6,Ⅰ,8,Ⅰ,0,Ⅰ,9999,-,0,Ⅱ
140,2015-01-09 00:00:00,7,Ⅰ,6,Ⅱ,1,Ⅰ,2,-,0,Ⅰ
146,2015-01-09 00:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,4,-,0,Ⅱ
84,2015-01-09 00:00:00,7,Ⅰ,11,Ⅰ,56,劣Ⅴ,63,-,10,劣Ⅴ
110,2015-01-09 00:00:00,6,Ⅰ,7,Ⅱ,3,Ⅱ,9999,-,0,Ⅱ
166,2015-01-09 00:00:00,8,Ⅰ,9,Ⅰ,5,Ⅲ,6,-,0,Ⅱ
155,2015-01-09 00:00:00,8,Ⅰ,3,Ⅳ,7,Ⅳ,13,-,0,Ⅲ
55,2015-01-09 00:00:00,8,Ⅰ,9,Ⅰ,4,Ⅲ,9999,-,1,Ⅴ
54,2015-01-09 00:00:00,8,Ⅰ,11,Ⅰ,3,Ⅱ,4,-,0,Ⅱ
18,2015-01-09 00:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
162,2015-01-09 00:00:00,7,Ⅰ,9,Ⅰ,0,Ⅰ,4,-,0,Ⅱ
70,2015-01-09 00:00:00,7,Ⅰ,6,Ⅱ,5,Ⅲ,32,-,1,Ⅳ
85,2015-01-09 00:00:00,8,Ⅰ,13,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
75,2015-01-09 00:00:00,8,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
74,2015-01-09 00:00:00,8,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
63,2015-01-09 00:00:00,6,Ⅰ,1,劣Ⅴ,6,Ⅳ,9999,-,3,劣Ⅴ
143,2015-01-09 00:00:00,6,Ⅰ,5,Ⅲ,7,Ⅳ,9999,-,0,Ⅲ
62,2015-01-09 00:00:00,6,Ⅰ,6,Ⅱ,7,Ⅳ,9999,-,0,Ⅱ
131,2015-01-09 00:00:00,7,Ⅰ,10,Ⅰ,0,Ⅰ,9999,-,0,Ⅱ
67,2015-01-09 00:00:00,6,Ⅰ,7,Ⅱ,3,Ⅱ,9999,-,0,Ⅲ
129,2015-01-09 00:00:00,7,Ⅰ,12,Ⅰ,3,Ⅱ,9999,-,1,Ⅴ
64,2015-01-09 00:00:00,7,Ⅰ,10,Ⅰ,1,Ⅰ,1,-,0,Ⅰ
115,2015-01-09 00:00:00,8,Ⅰ,11,Ⅰ,6,Ⅳ,9999,-,1,Ⅳ
209,2015-01-09 00:00:00,8,Ⅰ,8,Ⅰ,7,Ⅳ,14,-,0,Ⅱ
188,2015-01-09 00:00:00,7,Ⅰ,-1,-,3,Ⅱ,9999,-,0,Ⅱ
185,2015-01-09 00:00:00,7,Ⅰ,6,Ⅱ,1,Ⅰ,9999,-,-1,-
114,2015-01-09 00:00:00,7,Ⅰ,9,Ⅰ,5,Ⅲ,9999,-,0,Ⅲ
32,2015-01-09 00:00:00,7,Ⅰ,7,Ⅰ,6,Ⅳ,9999,-,0,Ⅱ
83,2015-01-09 00:00:00,7,Ⅰ,10,Ⅰ,2,Ⅱ,9999,-,1,Ⅳ
19,2015-01-09 00:00:00,7,Ⅰ,10,Ⅰ,3,Ⅱ,9999,-,0,Ⅱ
173,2015-01-09 00:00:00,8,Ⅰ,18,Ⅰ,5,Ⅲ,9999,-,1,Ⅳ
152,2015-01-09 00:00:00,8,Ⅰ,8,Ⅰ,5,Ⅲ,6,-,0,Ⅰ
137,2015-01-09 00:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
81,2015-01-09 00:00:00,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
158,2015-01-09 00:00:00,8,Ⅰ,13,Ⅰ,1,Ⅰ,1,-,0,Ⅰ
8,2015-01-09 00:00:00,7,Ⅰ,12,Ⅰ,4,Ⅲ,9999,-,0,Ⅱ
168,2015-01-09 00:00:00,7,Ⅰ,12,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
80,2015-01-09 00:00:00,7,Ⅰ,9,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
216,2015-01-09 00:00:00,7,Ⅰ,8,Ⅰ,0,Ⅰ,0,-,0,Ⅰ
154,2015-01-09 00:00:00,7,Ⅰ,13,Ⅰ,3,Ⅱ,4,-,0,Ⅱ
142,2015-01-09 00:00:00,8,Ⅰ,7,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
214,2015-01-09 00:00:00,7,Ⅰ,5,Ⅲ,0,Ⅰ,0,-,-1,-
212,2015-01-09 00:00:00,8,Ⅰ,10,Ⅰ,11,Ⅴ,12,-,-1,-
58,2015-01-09 01:00:00,7,Ⅰ,11,Ⅰ,5,Ⅲ,9999,-,-1,-
58,2015-01-09 02:00:00,7,Ⅰ,12,Ⅰ,5,Ⅲ,9999,-,-1,-
159,2015-01-09 02:00:00,8,Ⅰ,14,Ⅰ,10,Ⅴ,9,-,0,Ⅱ
77,2015-01-09 02:00:00,8,Ⅰ,12,Ⅰ,3,Ⅱ,9999,-,0,Ⅰ
